country,code,year,gas_consumption,coal_consumption,oil_consumption
Denmark,DNK,1968,,37.392773,161.21199
Denmark,DNK,1969,,34.154984,193.82655
Denmark,DNK,1970,,27.318869,215.59958
Denmark,DNK,1971,,16.718124,212.84607
Denmark,DNK,1972,,17.079817,225.19148
Denmark,DNK,1973,,26.177967,208.22063
Denmark,DNK,1974,,24.728868,188.51405
Denmark,DNK,1975,,23.85778,186.3196
Denmark,DNK,1976,,33.14666,198.24033
Denmark,DNK,1977,,38.130116,197.98227
Denmark,DNK,1978,,42.008724,197.52115
Denmark,DNK,1979,,50.09739,188.93774
Denmark,DNK,1980,,71.49775,161.33125
Denmark,DNK,1981,,57.144,151.96733
Denmark,DNK,1982,,68.93217,130.9179
Eastern Africa (EI),,1966,0.009249999,24.530401,73.55622
Eastern Africa (EI),,1967,0.009249999,24.770077,78.33671
Eastern Africa (EI),,1968,0.009249999,26.105837,80.84091
Eastern Africa (EI),,1969,0.009249999,25.32352,89.04959
Eastern Africa (EI),,1970,0.009249999,28.672852,92.7437
Eastern Africa (EI),,1971,0.009249999,29.232458,100.00312
Eastern Africa (EI),,1972,0.009249999,27.27322,101.559296
Eastern Africa (EI),,1973,0.009249999,29.954365,107.13933
Eastern Africa (EI),,1974,0.009249999,27.579935,107.91935
Eastern Africa (EI),,1975,0.009249999,25.063856,104.42008
Eastern Africa (EI),,1976,0.009249999,33.091297,105.905106
Eastern Africa (EI),,1977,0.009249999,26.959099,107.34151
Eastern Africa (EI),,1978,0.009249999,26.370522,105.90353
Eastern Africa (EI),,1979,0.01,25.88784,107.10665
Eastern Africa (EI),,1980,0.0105,26.920053,110.47335
Eastern Africa (EI),,1981,0.01,25.28045,107.148285
Eastern Africa (EI),,1982,0.0105,24.409916,102.13359
Eastern Africa (EI),,1983,0.0105,27.031952,106.307335
Eastern Africa (EI),,1984,0.0039999997,25.465958,105.32352
Eastern Africa (EI),,1985,0.00375,27.175692,110.937485
Eastern Africa (EI),,1986,0.0025,31.516434,110.99896
Eastern Africa (EI),,1987,0.0009999999,37.382347,112.0945
Eastern Africa (EI),,1988,0.00175,37.635193,122.69562
Eastern Africa (EI),,1989,0.00125,37.01012,124.12233
Eastern Africa (EI),,1990,0.0015,52.23298,125.600784
Eastern Africa (EI),,1991,0.00125,42.960022,123.820526
Eastern Africa (EI),,1992,0.003,43.895397,125.2789
Eastern Africa (EI),,1993,0.0032499998,52.99555,131.3453
Eastern Africa (EI),,1994,0.0032499998,47.629597,136.03395
Eastern Africa (EI),,1995,0.005,46.157055,139.12355
Eastern Africa (EI),,1996,0.005,42.75656,140.32976
Eastern Africa (EI),,1997,0.0057499995,47.485214,147.65591
Eastern Africa (EI),,1998,0.013590528,44.971336,149.09763
Eastern Africa (EI),,1999,0.019448526,38.278282,158.16537
Eastern Africa (EI),,2000,0.02314361,35.46156,152.83246
Eastern Africa (EI),,2001,0.02131736,37.54143,164.16254
Eastern Africa (EI),,2002,0.026254777,35.592552,162.25298
Eastern Africa (EI),,2003,0.029565277,29.221228,169.4927
Eastern Africa (EI),,2004,1.2567402,35.7683,180.51224
Eastern Africa (EI),,2005,4.197484,32.952194,193.07649
Eastern Africa (EI),,2006,5.1934443,26.851223,205.42665
Eastern Africa (EI),,2007,5.7892385,27.797733,213.51753
Eastern Africa (EI),,2008,6.1548586,20.630274,219.25215
Eastern Africa (EI),,2009,7.269697,23.624178,232.55937
Eastern Africa (EI),,2010,8.438042,32.08024,241.63504
Eastern Africa (EI),,2011,9.550318,35.101006,251.4566
Eastern Africa (EI),,2012,10.991392,29.289047,268.8779
Eastern Africa (EI),,2013,11.424063,44.382206,284.63028
Eastern Africa (EI),,2014,12.551068,67.1154,297.05212
Eastern Africa (EI),,2015,16.266699,57.53738,323.0416
Eastern Africa (EI),,2016,20.498945,45.42814,332.41364
Eastern Africa (EI),,2017,20.23447,55.358475,355.18958
Eastern Africa (EI),,2018,21.006283,61.863575,372.33713
Eastern Africa (EI),,2019,23.993923,51.059574,371.5996
Eastern Africa (EI),,2020,23.027866,50.18952,342.56952
Eastern Africa (EI),,2021,26.724085,55.52357,366.6033
Eastern Africa (EI),,2022,28.578186,60.947536,339.82275
Eastern Africa (EI),,2023,29.43911,68.014275,339.9423
Eastern Africa (EI),,1965,,21.080894,70.22648
Ecuador,ECU,1970,0.6978,,12.877645
Ecuador,ECU,1971,0.6978,,14.232479
Ecuador,ECU,1972,1.01181,,14.631551
Ecuador,ECU,1973,0.5815,,16.284168
Ecuador,ECU,1974,1.163,,18.546286
Ecuador,ECU,1975,1.45375,,18.147562
Ecuador,ECU,1976,1.32582,,20.50994
Ecuador,ECU,1977,0.84898996,,25.594435
Ecuador,ECU,1978,0.87225,,26.172731
Ecuador,ECU,1979,0.62802,,27.873514
Ecuador,ECU,1980,0.48845997,,35.75117
Ecuador,ECU,1981,0.79083997,,39.96072
Ecuador,ECU,1982,1.02344,,43.64244
Ecuador,ECU,1983,1.2676699,,39.982136
Ecuador,ECU,1984,1.82591,,40.184883
Ecuador,ECU,1985,1.8607999,,49.411514
Ecuador,ECU,1986,1.8491699,,50.193222
Ecuador,ECU,1987,1.7212399,,50.630726
Ecuador,ECU,1988,2.0119898,,59.788826
Ecuador,ECU,1989,1.59331,,62.205303
Ecuador,ECU,1990,2.61675,0.0032014165,63.61657
Ecuador,ECU,1991,3.20988,0.0064451387,71.21293
Ecuador,ECU,1992,3.22151,0.0046505276,71.04642
Ecuador,ECU,1993,3.70997,0.00081343605,71.340126
Ecuador,ECU,1994,3.34944,0.003962694,77.55587
Ecuador,ECU,1995,3.23314,0.003958611,76.32141
Ecuador,ECU,1996,3.43085,0.0049553053,85.72029
Ecuador,ECU,1997,3.12847,0.00626725,97.765
Ecuador,ECU,1998,3.18662,0.009219167,98.40975
Ecuador,ECU,1999,3.00054,0.012029138,85.996635
Ecuador,ECU,2000,3.26803,0.016110389,78.33835
Ecuador,ECU,2001,3.32618,0.020834971,81.36386
Ecuador,ECU,2002,1.324207,0.022496028,80.800606
Ecuador,ECU,2003,2.3108554,0.8815003,82.590965
Ecuador,ECU,2004,5.378899,0.02098511,87.28777
Ecuador,ECU,2005,5.522699,0.024508944,95.14137
Ecuador,ECU,2006,6.0344195,0.062975556,100.837296
Ecuador,ECU,2007,5.4683084,0.025139555,102.50297
Ecuador,ECU,2008,4.9879146,0.2895472,105.60009
Ecuador,ECU,2009,5.878689,0.06921278,107.393166
Ecuador,ECU,2010,6.189022,0.11599944,124.126724
Ecuador,ECU,2011,5.6075635,0.108782776,127.295494
Ecuador,ECU,2012,7.489686,0.13059416,131.77362
Ecuador,ECU,2013,8.511817,0.14639612,139.62585
Ecuador,ECU,2014,8.725521,0.13852888,147.06836
Ecuador,ECU,2015,8.210332,0.14999388,142.66006
Ecuador,ECU,2016,8.8630905,0.08799222,134.04097
Ecuador,ECU,2017,8.6857815,0.094677225,130.87363
Ecuador,ECU,2018,7.7626114,0.32408777,141.70032
Ecuador,ECU,2019,6.922094,0.0995275,137.31258
Ecuador,ECU,2020,5.903834,0.28073332,110.8317
Ecuador,ECU,2021,6.238331,0.549848,137.08408
Ecuador,ECU,2022,5.3682756,0.79980165,150.59082
Ecuador,ECU,2023,4.9418087,0.6883044,160.78226
Ecuador,ECU,1965,,,7.9206376
Ecuador,ECU,1966,,,8.26975
Ecuador,ECU,1967,,,8.931146
Ecuador,ECU,1968,,,10.672142
Ecuador,ECU,1969,,,11.293051
Egypt,EGY,1965,0.47162497,4.68689,81.39379
Egypt,EGY,1966,0.539,3.18662,87.33999
Egypt,EGY,1967,0.539,4.90786,71.32263
Egypt,EGY,1968,0.539,5.10557,74.599754
Egypt,EGY,1969,0.683375,5.51262,55.378662
Egypt,EGY,1970,0.81812495,5.0823097,71.66592
Egypt,EGY,1971,0.81812495,4.170669,74.0778
Egypt,EGY,1972,0.683375,3.6906874,84.65238
Egypt,EGY,1973,0.548625,3.2146714,79.572014
Egypt,EGY,1974,0.5775,5.6131377,87.76041
Egypt,EGY,1975,0.48125,6.7084627,97.01281
Egypt,EGY,1976,3.6575,6.561646,114.73853
Egypt,EGY,1977,4.4275,7.483579,122.636055
Egypt,EGY,1978,7.1225,7.1691966,126.698044
Egypt,EGY,1979,10.78,7.95214,138.93947
Egypt,EGY,1980,20.9825,6.4020824,155.29254
Egypt,EGY,1981,23.484999,8.251322,179.1586
Egypt,EGY,1982,25.69875,8.526778,203.74937
Egypt,EGY,1983,30.12625,8.087851,223.57405
Egypt,EGY,1984,38.692497,8.201476,241.74294
Egypt,EGY,1985,47.45125,8.659639,245.688
Egypt,EGY,1986,54.67,8.706916,246.40952
Egypt,EGY,1987,60.445,9.210785,260.4517
Egypt,EGY,1988,66.604996,10.068685,259.0959
Egypt,EGY,1989,74.4975,10.304738,268.61252
Egypt,EGY,1990,77.67375,8.828414,275.39038
Egypt,EGY,1991,87.395004,9.086647,270.62952
Egypt,EGY,1992,94.5175,9.308141,259.8219
Egypt,EGY,1993,108.666245,11.212319,243.19084
Egypt,EGY,1994,115.5,12.06716,253.93777
Egypt,EGY,1995,121.274994,8.074232,275.37674
Egypt,EGY,1996,125.125,11.097345,291.0964
Egypt,EGY,1997,128.97499,9.392377,307.32626
Egypt,EGY,1998,131.8625,9.240117,323.41177
Egypt,EGY,1999,157.85,8.399267,330.8606
Egypt,EGY,2000,192.5,10.1112385,323.75937
Egypt,EGY,2001,235.8125,8.8946705,305.73434
Egypt,EGY,2002,255.06248,9.542124,304.1684
Egypt,EGY,2003,285.8625,9.894048,311.87805
Egypt,EGY,2004,305.1125,10.112517,328.39752
Egypt,EGY,2005,304.14996,9.894048,347.70404
Egypt,EGY,2006,351.31247,9.899571,337.3307
Egypt,EGY,2007,369.215,8.999108,364.28705
Egypt,EGY,2008,393.085,8.098236,385.61722
Egypt,EGY,2009,409.44748,7.197784,403.6607
Egypt,EGY,2010,434.18375,5.396436,415.5942
Egypt,EGY,2011,477.5925,5.126364,418.22156
Egypt,EGY,2012,506.37125,4.541817,428.2248
Egypt,EGY,2013,495.01373,4.4871445,433.32666
Egypt,EGY,2014,462.18747,4.5240703,455.2881
Egypt,EGY,2015,460.18768,9.319224,464.53683
Egypt,EGY,2016,493.5411,14.169939,480.17804
Egypt,EGY,2017,559.32764,13.951776,456.2155
Egypt,EGY,2018,595.9529,25.388884,406.44485
Egypt,EGY,2019,590.3868,22.94092,383.61386
Egypt,EGY,2020,583.0792,8.733374,332.68008
Egypt,EGY,2021,621.2484,14.113942,359.5667
Egypt,EGY,2022,605.9086,12.243622,425.2288
Egypt,EGY,2023,600.44385,13.923771,414.95883
Estonia,EST,1985,10.486234,67.5203,40.446075
Estonia,EST,1986,9.530358,68.341515,40.01098
Estonia,EST,1987,10.325343,68.931206,40.409798
Estonia,EST,1988,11.120329,65.754234,40.7583
Estonia,EST,1989,11.120329,68.07053,42.034187
Estonia,EST,1990,14.21525,72.02654,41.343212
Estonia,EST,1991,14.273749,66.05542,36.420708
Estonia,EST,1992,8.34525,53.37064,19.574043
Estonia,EST,1993,4.1365,42.677505,20.748428
Estonia,EST,1994,5.9407496,43.68336,18.914959
Estonia,EST,1995,6.7745,40.50757,14.864138
Estonia,EST,1996,7.4709997,42.437965,16.087318
Estonia,EST,1997,7.2595,41.945957,15.79654
Estonia,EST,1998,6.89,35.54562,15.860497
Estonia,EST,1999,6.6975,32.17223,14.814796
Estonia,EST,2000,7.6992497,34.2776,13.329059
Estonia,EST,2001,8.2625,34.074387,15.416941
Estonia,EST,2002,6.9284997,33.309143,17.262798
Estonia,EST,2003,7.9087496,38.565674,16.203379
Estonia,EST,2004,9.008,38.46912,16.443972
Estonia,EST,2005,9.30025,38.088295,16.752337
Estonia,EST,2006,9.39875,36.38687,17.505255
Estonia,EST,2007,9.342999,45.278614,18.683674
Estonia,EST,2008,8.9609995,40.484074,17.789972
Estonia,EST,2009,6.10725,34.976364,15.987167
Estonia,EST,2010,6.542,46.82325,16.479925
Estonia,EST,2011,5.85325,47.392586,16.066843
Estonia,EST,2012,6.343,43.54957,19.049244
Estonia,EST,2013,6.4535,48.426563,18.806301
Estonia,EST,2014,5.0655003,47.364048,17.413538
Estonia,EST,2015,4.541,41.969074,17.381447
Estonia,EST,2016,4.9807496,44.06443,16.95469
Estonia,EST,2017,4.8887925,50.30146,17.695034
Estonia,EST,2018,5.003573,49.145332,17.47478
Estonia,EST,2019,4.660554,35.804756,15.5887375
Estonia,EST,2020,4.3005,29.107563,16.05446
Estonia,EST,2021,4.863189,31.75961,15.78839
Estonia,EST,2022,4.0366664,34.259235,16.369028
Estonia,EST,2023,3.6988437,27.524136,15.673048
Europe,,1965,1595.9036,9548.793,6933.232
Europe,,1966,1786.6345,9420.777,7552.965
Europe,,1967,2008.7861,9291.548,8203.042
Europe,,1968,2280.0083,9340.795,8936.249
Europe,,1969,2583.965,9481.04,9826.869
Europe,,1970,2980.2356,9329.97,10877.038
Europe,,1971,3407.7761,9149.113,11434.073
Europe,,1972,3805.59,9051.465,12275.2705
Europe,,1973,4218.3467,9181.223,13148.835
Europe,,1974,4606.6035,9144.451,12937.709
Europe,,1975,4989.565,9133.58,12798.23
Europe,,1976,5461.0176,9361.901,13493.773
Europe,,1977,5792.314,9432.452,13559.638
Europe,,1978,6109.8335,9490.763,14288.755
Europe,,1979,6470.533,9756.862,14616.532
Europe,,1980,6579.6167,9750.396,14167.721
Europe,,1981,6774.2754,9612.251,13576.338
Europe,,1982,7038.406,9695.899,13103.428
Europe,,1983,7458.569,9772.314,12790.341
Europe,,1984,8014.574,9714.767,12839.5
Europe,,1985,7673.371,9438.529,12087.632
Europe,,1986,7815.6396,9425.001,12438.036
Europe,,1987,8216.1875,9519.9,12472.559
Europe,,1988,8473.379,9342.775,12468.502
Europe,,1989,8641.2295,9155.611,12485.897
Europe,,1990,9065.899,8633.65,12545.626
Europe,,1991,9232.272,8057.4033,12440.047
Europe,,1992,8846.302,7567.019,11981.586
Europe,,1993,8842.118,7006.555,11216.305
Europe,,1994,8438.882,6479.114,10897.791
Europe,,1995,8537.65,6366.5786,10769.107
Europe,,1996,9068.158,6171.309,10614.048
Europe,,1997,8655.78,5902.96,10639.905
Europe,,1998,8868.485,5678.0034,10734.902
Europe,,1999,9048.178,5441.981,10637.537
Europe,,2000,9259.316,5587.1353,10489.71
Europe,,2001,9413.887,5552.031,10654.891
Europe,,2002,9468.498,5550.7954,10557.872
Europe,,2003,9779.315,5721.2534,10644.244
Europe,,2004,10045.516,5584.339,10707.095
Europe,,2005,10212.317,5411.2554,10771.452
Europe,,2006,10348,5605.0044,10844.466
Europe,,2007,10318.487,5597.71,10649.453
Europe,,2008,10338.29,5399.295,10587.894
Europe,,2009,9589.23,4798.298,10048.622
Europe,,2010,10322.464,4955.159,10055.944
Europe,,2011,9939.806,5149.184,9940.693
Europe,,2012,9709.811,5274.9707,9720.43
Europe,,2013,9550.341,5101.382,9531.72
Europe,,2014,8949.31,4740.998,9471.982
Europe,,2015,8899.4,4632.6953,9531.291
Europe,,2016,9311.125,4418.06,9689.947
Europe,,2017,9570.245,4218.978,9858.75
Europe,,2018,9749.306,4152.721,9833.19
Europe,,2019,9755.615,3592.2205,9836.58
Europe,,2020,9368.004,3109.9895,8688.6045
Europe,,2021,9654.594,3377.876,9127.463
Europe,,2022,9132.783,3372.654,9403.708
Europe,,2023,8850.816,2950.043,9318.859
Europe (EI),,1965,379.1453,6132.2866,4980.371
Europe (EI),,1966,429.26025,5883.0547,5466.834
Europe (EI),,1967,514.361,5692.9287,5934.346
Europe (EI),,1968,666.4043,5777.589,6525.836
Europe (EI),,1969,859.53156,5852.054,7267.149
Europe (EI),,1970,1085.3882,5753.4233,8055.9346
Europe (EI),,1971,1336.5579,5500.668,8453.693
Europe (EI),,1972,1627.1074,5307.8477,9047.596
Europe (EI),,1973,1849.1981,5393.8467,9694.992
Europe (EI),,1974,2094.4463,5343.685,9126.41
Europe (EI),,1975,2248.5957,5225.2896,8810.394
Europe (EI),,1976,2444.7502,5461.2896,9410.929
Europe (EI),,1977,2560.3447,5462.665,9328.601
Europe (EI),,1978,2663.3577,5546.5312,9801.227
Europe (EI),,1979,2811.932,5785.408,10024.282
Europe (EI),,1980,2808.8425,5906.712,9348.721
Europe (EI),,1981,2781.2327,5795.171,8711.057
Europe (EI),,1982,2728.2874,5829.345,8287.627
Europe (EI),,1983,2837.0486,5905.01,8057.64
Europe (EI),,1984,2971.7595,5897.6934,8105.108
Europe (EI),,1985,4026.4604,7248.3125,9066.216
Europe (EI),,1986,4129.31,7183.793,9345.303
Europe (EI),,1987,4311.6753,7251.864,9388.736
Europe (EI),,1988,4348.913,7102.9453,9435.364
Europe (EI),,1989,4469.7007,7014.3228,9402.842
Europe (EI),,1990,4826.9204,6675.2485,9522.929
Europe (EI),,1991,4886.9404,6290.2764,9492.417
Europe (EI),,1992,4618.9634,5920.2983,9259.788
Europe (EI),,1993,4642.2134,5525.6025,9049.155
Europe (EI),,1994,4508.473,5210.379,9018.385
Europe (EI),,1995,4762.982,5159.5005,9206.02
Europe (EI),,1996,5277.245,5011.591,9314.367
Europe (EI),,1997,5155.9355,4874.0493,9362.556
Europe (EI),,1998,5230.5366,4739.7554,9526.826
Europe (EI),,1999,5438.863,4477.327,9403.839
Europe (EI),,2000,5584.936,4606.7285,9303.191
Europe (EI),,2001,5694.592,4558.4224,9401.863
Europe (EI),,2002,5712.716,4562.1636,9378.014
Europe (EI),,2003,5971.038,4743.553,9404.481
Europe (EI),,2004,6115.666,4672.2217,9498.085
Europe (EI),,2005,6275.513,4561.059,9559.021
Europe (EI),,2006,6228.6616,4773.8306,9555.79
Europe (EI),,2007,6174.5073,4840.0522,9384.901
Europe (EI),,2008,6264.3813,4564.6094,9267.436
Europe (EI),,2009,5779.2397,4078.7158,8786.368
Europe (EI),,2010,6234.1885,4260.6,8734.954
Europe (EI),,2011,5809.581,4440.8394,8484.4
Europe (EI),,2012,5662.643,4545.5835,8202.115
Europe (EI),,2013,5548.629,4406.078,8068.035
Europe (EI),,2014,5002.578,4133.0176,7926.681
Europe (EI),,2015,5093.254,3956.7517,8139.1924
Europe (EI),,2016,5371.831,3817.8748,8300.354
Europe (EI),,2017,5592.8325,3691.9917,8520.567
Europe (EI),,2018,5483.495,3605.3967,8464.263
Europe (EI),,2019,5554.456,3073.5193,8425.06
Europe (EI),,2020,5417.7583,2658.3875,7324.818
Europe (EI),,2021,5724.6357,2898.6174,7688.1226
Europe (EI),,2022,4976.5723,2783.3838,7944.053
Europe (EI),,2023,4633.5596,2331.913,7870.2935
European Union (27),,1965,367.09137,4595.1904,3844.244
European Union (27),,1966,416.64462,4412.7427,4236.7344
European Union (27),,1967,495.35828,4328.082,4601.5503
European Union (27),,1968,628.4308,4404.6665,5089.9995
European Union (27),,1969,789.8719,4508.3,5719.058
European Union (27),,1970,956.7552,4468.1943,6391.1313
European Union (27),,1971,1133.0685,4333.8022,6730.6123
European Union (27),,1972,1340.7644,4262.0913,7222.543
European Union (27),,1973,1538.9799,4268.852,7783.381
European Union (27),,1974,1723.5646,4321.769,7325.0566
European Union (27),,1975,1857.8682,4189.542,7157.8335
European Union (27),,1976,2030.1902,4400.516,7719.0728
European Union (27),,1977,2115.3975,4398.1963,7590.744
European Union (27),,1978,2197.0815,4489.8335,7987.105
European Union (27),,1979,2298.7844,4647.918,8215.265
European Union (27),,1980,2290.2498,4833.1465,7723.4956
European Union (27),,1981,2253.893,4700.7173,7195.957
European Union (27),,1982,2193.6873,4775.5464,6757.838
European Union (27),,1983,2276.8967,4811.5073,6528.583
European Union (27),,1984,2394.4106,4994.541,6389.3433
European Union (27),,1985,2511.4229,5135.2725,6637.4946
European Union (27),,1986,2547.8074,5002.7056,6861.078
European Union (27),,1987,2681.7915,5059.939,6879.4404
European Union (27),,1988,2679.2012,4994.1665,6902.1836
European Union (27),,1989,2773.6245,5006.135,6913.96
European Union (27),,1990,2913.043,4555.969,7005.5854
European Union (27),,1991,2982.0686,4294.4805,7069.085
European Union (27),,1992,2883.6973,3993.7866,7108.0503
European Union (27),,1993,2941.9365,3810.9656,7004.4224
European Union (27),,1994,2905.9587,3725.0835,7046.669
European Union (27),,1995,3147.9517,3684.1401,7210.096
European Union (27),,1996,3419.71,3690.3403,7360.2095
European Union (27),,1997,3328.0767,3579.9053,7397.2505
European Union (27),,1998,3419.5996,3418.235,7596.0166
European Union (27),,1999,3505.4226,3256.572,7547.9233
European Union (27),,2000,3588.841,3300.3347,7462.8037
European Union (27),,2001,3713.2803,3285.3623,7545.9507
European Union (27),,2002,3739.979,3309.5496,7499.842
European Union (27),,2003,3941.938,3422.2039,7507.999
European Union (27),,2004,4048.0623,3363.6768,7556.802
European Union (27),,2005,4186.892,3252.981,7576.8857
European Union (27),,2006,4173.6826,3340.0876,7558.4033
European Union (27),,2007,4105.0317,3373.1755,7397.0806
European Union (27),,2008,4191.5796,3126.7854,7317.614
European Union (27),,2009,3937.0547,2769.5825,6886.4814
European Union (27),,2010,4232.242,2906.5457,6870.1304
European Union (27),,2011,3895.549,2994.7637,6661.1465
European Union (27),,2012,3826.4458,2980.8997,6391.0674
European Union (27),,2013,3749.2373,2927.204,6245.3784
European Union (27),,2014,3315.4941,2782.8828,6128.849
European Union (27),,2015,3467.6306,2774.7312,6247.704
European Union (27),,2016,3686.1428,2663.5583,6347.6294
European Union (27),,2017,3859.2397,2631.0222,6501.002
European Union (27),,2018,3787.26,2522.2236,6452.1675
European Union (27),,2019,3925.7422,2031.9368,6432.8794
European Union (27),,2020,3800.0032,1674.7043,5610.3477
European Union (27),,2021,3969.656,1912.5382,5898.3745
European Union (27),,2022,3439.2397,1912.6973,6078.1255
European Union (27),,2023,3194.59,1523.1744,5957.1777
Finland,FIN,1974,4.4444447,29.585278,136.34688
Finland,FIN,1975,7.355,26.804998,140.98915
Finland,FIN,1976,8.618333,36.12,151.2639
Finland,FIN,1977,8.764999,36.420834,148.23775
Finland,FIN,1978,9.543334,49.094166,149.11165
Finland,FIN,1979,9.509444,47.313053,157.88281
Finland,FIN,1980,8.945555,53.688053,152.02914
Finland,FIN,1981,7.1180553,32.994167,145.4186
Finland,FIN,1982,6.7233334,36.59639,134.60008
Finland,FIN,1983,6.5202775,39.75083,125.00576
Finland,FIN,1984,7.4677777,45.782776,126.753784
Finland,FIN,1985,9.475555,58.025833,128.06352
Finland,FIN,1986,11.472221,53.055275,134.10484
Finland,FIN,1987,15.172222,59.426945,133.54774
Finland,FIN,1988,16.32,59.5,131.87692
Finland,FIN,1989,21.4,58.20639,131.68347
Finland,FIN,1990,25.21,61.2875,133.65544
Finland,FIN,1991,26.57,61.211662,132.63072
Finland,FIN,1992,27.59,55.71361,131.24066
Finland,FIN,1993,28.51,63.688885,124.88457
Finland,FIN,1994,31.47,77.55639,129.36601
Finland,FIN,1995,32.68,68.604996,117.58075
Finland,FIN,1996,34.18944,81.74694,122.37473
Finland,FIN,1997,33.638332,77.428055,120.58437
Finland,FIN,1998,38.53639,63.53889,125.79058
Finland,FIN,1999,38.579998,61.56555,127.17879
Finland,FIN,2000,39.41,58.32722,126.42577
Finland,FIN,2001,42.76,70.48917,124.035736
Finland,FIN,2002,42.46,76.5911,126.92369
Finland,FIN,2003,47,95.59249,130.99988
Finland,FIN,2004,45.28,85.87945,122.12344
Finland,FIN,2005,41.43,55.168888,126.678185
Finland,FIN,2006,44.28,86.153885,122.85048
Finland,FIN,2007,40.96,81.35305,123.89983
Finland,FIN,2008,41.880554,62.04361,119.764175
Finland,FIN,2009,37.38,62.48972,112.83101
Finland,FIN,2010,41.3,78.925,117.16832
Finland,FIN,2011,36.12,64.1175,114.58838
Finland,FIN,2012,31.945,52.501667,110.05728
Finland,FIN,2013,29.706667,58.041386,114.501656
Finland,FIN,2014,26.556667,52.02472,108.04683
Finland,FIN,2015,22.87861,44.405,108.589935
Finland,FIN,2016,20.076668,50.921112,114.29884
Finland,FIN,2017,18.324167,46.645554,110.74291
Finland,FIN,2018,21.012777,48.881386,110.148224
Finland,FIN,2019,20.338333,41.046944,109.32646
Finland,FIN,2020,20.718054,31.428888,98.07788
Finland,FIN,2021,20.714722,33.98222,91.72061
Finland,FIN,2022,11.242778,33.263332,98.39343
Finland,FIN,2023,11.944166,24.578888,90.90452
Finland,FIN,1965,,20.259819,67.48548
Finland,FIN,1966,,18.804535,81.86467
Finland,FIN,1967,,18.091894,85.7726
Finland,FIN,1968,,21.788618,97.22671
Finland,FIN,1969,,26.138052,112.9222
Finland,FIN,1970,,26.5675,126.97794
Finland,FIN,1971,,23.579443,131.4189
Finland,FIN,1972,,26.157778,139.85992
Finland,FIN,1973,,29.031944,156.46223
France,FRA,1965,50.046993,518.6519,637.3014
France,FRA,1966,52.7965,481.1507,683.123
France,FRA,1967,60.339252,474.75067,784.79
France,FRA,1968,72.156494,455.15802,850.43164
France,FRA,1969,83.850494,454.976,982.66754
France,FRA,1970,95.52925,431.56747,1116.3308
France,FRA,1971,113.2255,390.04514,1216.7485
France,FRA,1972,133.88774,342.50616,1350.9572
France,FRA,1973,157.0365,340.76196,1506.0256
France,FRA,1974,163.95924,343.38696,1430.9877
France,FRA,1975,182.87,309.33945,1307.875
France,FRA,1976,196.45325,350.4327,1414.7838
France,FRA,1977,205.08524,352.73724,1358.8184
France,FRA,1978,218.7795,350.3708,1416.0525
France,FRA,1979,242.37599,377.13916,1408.642
France,FRA,1980,251.71974,382.53546,1309.0135
France,FRA,1981,255.71698,338.6146,1181.7372
France,FRA,1982,245.77225,347.7108,1094.3962
France,FRA,1983,261.8025,310.26434,1068.1714
France,FRA,1984,266.992,299.62274,1029.9058
France,FRA,1985,285.79147,292.5653,1012.84247
France,FRA,1986,287.41525,240.24606,1033.2645
France,FRA,1987,290.81598,229.47266,1040.2767
France,FRA,1988,289.36124,224.35977,1034.0203
France,FRA,1989,283.14777,242.27675,1061.6738
France,FRA,1990,302.7535,230.41907,1060.0526
France,FRA,1991,331.66623,244.24937,1141.0382
France,FRA,1992,330.99,216.20515,1139.6106
France,FRA,1993,338.51474,170.36862,1101.6967
France,FRA,1994,323.15024,168.8824,1070.2838
France,FRA,1995,343.97824,179.88618,1084.53
France,FRA,1996,380.14648,189.07071,1110.012
France,FRA,1997,364.46924,166.21768,1112.2651
France,FRA,1998,388.59476,196.86133,1155.7661
France,FRA,1999,396.2115,176.51741,1159.9083
France,FRA,2000,415.9635,171.16078,1143.1821
France,FRA,2001,436.684,144.03574,1142.346
France,FRA,2002,435.94272,154.58769,1112.8134
France,FRA,2003,457.26825,163.81403,1116.9645
France,FRA,2004,466.92523,157.7012,1126.7009
France,FRA,2005,477.12573,162.72182,1104.4193
France,FRA,2006,460.80548,150.37555,1101.8494
France,FRA,2007,447.60925,155.55528,1075.5088
France,FRA,2008,463.8645,147.43584,1053.3467
France,FRA,2009,447.31073,128.60323,1010.69946
France,FRA,2010,495.6445,138.14597,979.6802
France,FRA,2011,430.19037,123.749916,963.96124
France,FRA,2012,444.44296,137.54936,931.1787
France,FRA,2013,451.43152,146.10484,919.24506
France,FRA,2014,379.08353,107.207726,889.4258
France,FRA,2015,407.51764,102.279854,902.6557
France,FRA,2016,445.29938,99.513885,887.9982
France,FRA,2017,447.65695,109.04619,901.52704
France,FRA,2018,428.38385,100.20472,879.65137
France,FRA,2019,436.6204,79.423065,872.3976
France,FRA,2020,405.82837,55.982357,728.38855
France,FRA,2021,430.41394,75.04239,782.11383
France,FRA,2022,383.71768,64.418816,777.6683
France,FRA,2023,338.64163,49.38254,767.8821
Germany,DEU,1965,30.975672,1869.4764,1020.56976
Germany,DEU,1966,37.22992,1745.3394,1141.8322
Germany,DEU,1967,47.988647,1681.3043,1187.4216
Germany,DEU,1968,78.86974,1705.4391,1331.1227
