country,code,year,gas_consumption,coal_consumption,oil_consumption
Africa,,1965,9.571929,323.49615,342.1337
Africa,,1966,10.698091,323.1222,370.45
Africa,,1967,10.573845,330.29156,369.19354
Africa,,1968,10.717145,343.5129,390.3657
Africa,,1969,12.520175,346.64288,398.15326
Africa,,1970,15.5485,360.7569,435.02704
Africa,,1971,18.405262,383.0123,474.3054
Africa,,1972,24.670656,384.21082,510.7296
Africa,,1973,39.551792,408.9103,549.80396
Africa,,1974,44.518486,425.64618,569.7385
Africa,,1975,53.63838,451.08047,597.671
Africa,,1976,60.98139,481.07413,652.5852
Africa,,1977,68.23419,491.69846,695.1952
Africa,,1978,97.369896,477.81558,732.366
Africa,,1979,148.8428,507.24698,771.1747
Africa,,1980,186.91397,543.55707,818.15454
Africa,,1981,228.49115,635.79877,885.4927
Africa,,1982,246.73354,701.17584,926.532
Africa,,1983,271.27533,713.24603,964.7042
Africa,,1984,259.90277,762.8979,982.0362
Africa,,1985,278.84274,787.16583,1007.3241
Africa,,1986,313.27118,805.356,984.45636
Africa,,1987,323.38437,828.3197,1038.56
Africa,,1988,358.44452,890.16077,1081.7913
Africa,,1989,371.47104,835.62085,1117.5557
Africa,,1990,398.64536,877.6782,1135.9592
Africa,,1991,401.6356,853.76215,1141.9103
Africa,,1992,421.27026,858.8312,1164.2032
Africa,,1993,412.64395,871.7139,1176.1725
Africa,,1994,431.82794,894.4478,1214.283
Africa,,1995,461.2435,922.47125,1256.2194
Africa,,1996,484.19174,935.2283,1283.562
Africa,,1997,474.47552,959.01904,1324.0258
Africa,,1998,499.33698,937.03894,1355.3862
Africa,,1999,504.01962,966.0107,1404.9454
Africa,,2000,556.8223,963.73047,1408.3779
Africa,,2001,634.6361,975.9262,1423.5013
Africa,,2002,670.636,934.42163,1457.352
Africa,,2003,711.536,1017.0484,1501.7174
Africa,,2004,783.10583,1119.1619,1571.9252
Africa,,2005,808.0279,1039.0729,1641.2847
Africa,,2006,843.74774,1054.097,1656.8494
Africa,,2007,900.41455,1071.6333,1720.8945
Africa,,2008,935.5027,1180.7251,1807.1218
Africa,,2009,941.2384,1176.002,1872.0237
Africa,,2010,981.41986,1167.1663,1952.0454
Africa,,2011,1061.5934,1149.025,1921.6882
Africa,,2012,1147.4294,1120.1858,2045.3468
Africa,,2013,1170.0557,1132.1521,2122.528
Africa,,2014,1202.3503,1185.7092,2144.3142
Africa,,2015,1307.7611,1123.2715,2202.6306
Africa,,2016,1350.4666,1191.6005,2221.6062
Africa,,2017,1455.7446,1192.7607,2265.2363
Africa,,2018,1553.0098,1170.1332,2299.4292
Africa,,2019,1576.5094,1236.2761,2295.1206
Africa,,2020,1541.8435,1195.1685,2055.2783
Africa,,2021,1766.1251,1197.929,2242.3945
Africa,,2022,1747.1118,1144.8707,2361.337
Africa,,2023,1712.2908,1133.9897,2358.9668
Africa (EI),,1965,9.571929,323.49615,342.1337
Africa (EI),,1966,10.698091,323.1222,370.45
Africa (EI),,1967,10.573844,330.2916,369.1935
Africa (EI),,1968,10.717145,343.51288,390.3657
Africa (EI),,1969,12.520175,346.64288,398.15326
Africa (EI),,1970,15.5485,360.7569,435.02707
Africa (EI),,1971,18.405264,383.0123,474.30536
Africa (EI),,1972,24.670658,384.21082,510.7296
Africa (EI),,1973,39.551792,408.91034,549.804
Africa (EI),,1974,44.518486,425.6462,569.7385
Africa (EI),,1975,53.638374,451.08047,597.6711
Africa (EI),,1976,60.98139,481.07416,652.5852
Africa (EI),,1977,68.23419,491.69843,695.1952
Africa (EI),,1978,97.369896,477.81558,732.366
Africa (EI),,1979,148.8428,507.24698,771.1747
Africa (EI),,1980,186.91397,543.55707,818.15454
Africa (EI),,1981,228.49113,635.79877,885.4927
Africa (EI),,1982,246.73354,701.17584,926.5319
Africa (EI),,1983,271.27536,713.24603,964.7042
Africa (EI),,1984,259.90277,762.8978,982.03625
Africa (EI),,1985,278.84274,787.1659,1007.3241
Africa (EI),,1986,313.27118,805.356,984.45636
Africa (EI),,1987,323.38437,828.3197,1038.56
Africa (EI),,1988,358.44455,890.16077,1081.7911
Africa (EI),,1989,371.47104,835.62085,1117.5557
Africa (EI),,1990,398.6454,877.6782,1135.9592
Africa (EI),,1991,401.6356,853.76215,1141.9103
Africa (EI),,1992,421.27026,858.8311,1164.2032
Africa (EI),,1993,412.64398,871.7139,1176.1725
Africa (EI),,1994,431.82797,894.4478,1214.2828
Africa (EI),,1995,461.24347,922.47125,1256.2194
Africa (EI),,1996,484.19174,935.2283,1283.562
Africa (EI),,1997,474.47556,959.0191,1324.0258
Africa (EI),,1998,499.337,937.03894,1355.3861
Africa (EI),,1999,504.01962,966.0107,1404.9454
Africa (EI),,2000,556.8223,963.7305,1408.3778
Africa (EI),,2001,634.6361,975.9262,1423.5012
Africa (EI),,2002,670.636,934.4216,1457.352
Africa (EI),,2003,711.5361,1017.0484,1501.7174
Africa (EI),,2004,783.1059,1119.162,1571.9252
Africa (EI),,2005,808.0279,1039.0729,1641.2847
Africa (EI),,2006,843.74774,1054.0972,1656.8494
Africa (EI),,2007,900.41455,1071.6333,1720.8945
Africa (EI),,2008,935.5027,1180.7251,1807.1218
Africa (EI),,2009,941.2384,1176.002,1872.0237
Africa (EI),,2010,981.41986,1167.1664,1952.0454
Africa (EI),,2011,1061.5934,1149.025,1921.6881
Africa (EI),,2012,1147.4296,1120.1858,2045.3467
Africa (EI),,2013,1170.0557,1132.1521,2122.528
Africa (EI),,2014,1202.3505,1185.7092,2144.3142
Africa (EI),,2015,1307.7611,1123.2714,2202.6306
Africa (EI),,2016,1350.4667,1191.6006,2221.606
Africa (EI),,2017,1455.7446,1192.7609,2265.2363
Africa (EI),,2018,1553.0098,1170.1332,2299.4292
Africa (EI),,2019,1576.5093,1236.2762,2295.1206
Africa (EI),,2020,1541.8435,1195.1685,2055.2783
Africa (EI),,2021,1766.1252,1197.9288,2242.3948
Africa (EI),,2022,1747.1118,1144.8707,2361.337
Africa (EI),,2023,1712.2908,1133.9897,2358.9668
Algeria,DZA,1965,7.4305,0.81409997,15.4052515
Algeria,DZA,1966,7.7192497,0.79083997,20.272705
Algeria,DZA,1967,7.48825,0.60476,18.94203
Algeria,DZA,1968,7.87325,0.63965,20.167301
Algeria,DZA,1969,10.351687,0.81409997,21.305931
Algeria,DZA,1970,9.730875,0.96528995,24.34768
Algeria,DZA,1971,11.0494995,0.26749,27.440048
Algeria,DZA,1972,12.830125,0.23259999,30.121414
Algeria,DZA,1973,17.859186,0.26749,32.900345
Algeria,DZA,1974,20.6745,0.22096999,36.54384
Algeria,DZA,1975,28.49,0.27912,40.63067
Algeria,DZA,1976,33.6875,0.54660994,46.71773
Algeria,DZA,1977,35.901253,0.70943,52.80649
Algeria,DZA,1978,57.65375,0.36053,54.607944
Algeria,DZA,1979,81.52374,0.83736,65.31862
Algeria,DZA,1980,109.43624,0.74432,66.20243
Algeria,DZA,1981,142.25749,0.52335,71.323074
Algeria,DZA,1982,161.41124,9.711049,75.57342
Algeria,DZA,1983,176.715,8.66435,84.89242
Algeria,DZA,1984,155.25125,9.60638,94.00201
Algeria,DZA,1985,153.8075,10.025061,96.5538
Algeria,DZA,1986,168.43748,10.292549,98.02125
Algeria,DZA,1987,172.2875,12.30454,99.10052
Algeria,DZA,1988,194.13625,11.571849,99.1726
Algeria,DZA,1989,182.68251,9.78083,103.93665
Algeria,DZA,1990,195.09874,7.66417,111.811615
Algeria,DZA,1991,192.69249,7.9084,110.627785
Algeria,DZA,1992,198.94875,9.397039,111.292656
Algeria,DZA,1993,178.54373,7.6525397,110.754875
Algeria,DZA,1994,188.16875,7.2106,106.05089
Algeria,DZA,1995,202.22125,7.2106,103.14228
Algeria,DZA,1996,207.70749,3.3959599,98.42207
Algeria,DZA,1997,194.04001,5.95456,97.64342
Algeria,DZA,1998,200.68124,6.37324,100.65875
Algeria,DZA,1999,205.10875,6.82681,98.898346
Algeria,DZA,2000,191.01292,5.6405497,103.13248
Algeria,DZA,2001,197.32211,6.5127997,106.77533
Algeria,DZA,2002,194.83887,8.54805,118.397224
Algeria,DZA,2003,205.93167,7.0477796,123.17411
Algeria,DZA,2004,211.89917,8.408489,128.74683
Algeria,DZA,2005,223.55986,6.9082203,134.21338
Algeria,DZA,2006,228.4975,10.25766,139.84572
Algeria,DZA,2007,233.80681,8.80391,156.39
Algeria,DZA,2008,244.04187,8.80391,169.9159
Algeria,DZA,2009,262.1176,5.65218,180.13441
Algeria,DZA,2010,253.27225,3.6053,181.61191
Algeria,DZA,2011,267.9696,3.1982498,192.22765
Algeria,DZA,2012,298.74075,3.3959599,204.39526
Algeria,DZA,2013,321.21512,1.83754,213.57639
Algeria,DZA,2014,360.91824,2.08177,221.92514
Algeria,DZA,2015,379.225,1.5467899,236.14848
Algeria,DZA,2016,385.9625,0.56987,229.56384
Algeria,DZA,2017,394.625,2.1166599,225.51212
Algeria,DZA,2018,434.0875,5.815,227.7859
Algeria,DZA,2019,450.54623,4.80319,236.9513
Algeria,DZA,2020,433.50037,1.52353,211.92543
Algeria,DZA,2021,481.5291,3.10521,221.20369
Algeria,DZA,2022,503.38748,2.17481,226.85338
Algeria,DZA,2023,462.96246,1.9329839,238.20117
Argentina,ARG,1965,41.234,8.4550495,275.2159
Argentina,ARG,1966,44.657196,6.971818,283.8763
Argentina,ARG,1967,46.699448,7.840397,290.73495
Argentina,ARG,1968,51.999577,7.619035,296.7972
Argentina,ARG,1969,51.805073,9.1221695,308.01144
Argentina,ARG,1970,58.5445,11.722598,278.4355
Argentina,ARG,1971,63.202774,10.277542,296.5011
Argentina,ARG,1972,70.92442,8.651295,295.1862
Argentina,ARG,1973,80.70777,9.496522,297.19864
Argentina,ARG,1974,85.4244,11.825921,297.124
Argentina,ARG,1975,87.525,11.51094,280.82806
Argentina,ARG,1976,98.51425,11.642586,290.2354
Argentina,ARG,1977,102.890495,11.008503,305.6577
Argentina,ARG,1978,100.070244,13.419195,297.30927
Argentina,ARG,1979,102.890495,12.501674,319.8096
Argentina,ARG,1980,112.12925,11.144589,297.0181
Argentina,ARG,1981,117.18625,10.560467,278.5258
Argentina,ARG,1982,133.13525,10.666076,265.01834
Argentina,ARG,1983,143.152,9.679963,268.31186
Argentina,ARG,1984,152.39075,7.185223,255.45346
Argentina,ARG,1985,155.69725,10.599606,237.50685
Argentina,ARG,1986,168.2425,12.109348,249.74571
Argentina,ARG,1987,168.33974,13.439672,266.5798
Argentina,ARG,1988,196.6395,13.772349,268.36047
Argentina,ARG,1989,206.55899,14.902768,246.34749
Argentina,ARG,1990,197.32025,12.266131,229.97305
Argentina,ARG,1991,200.91849,10.794012,240.28345
Argentina,ARG,1992,217.25648,12.168163,252.70636
Argentina,ARG,1993,229.41273,8.069987,247.78004
Argentina,ARG,1994,235.83125,7.065107,261.49545
Argentina,ARG,1995,262.47775,7.414152,259.54364
Argentina,ARG,1996,301.18326,7.766816,259.82446
Argentina,ARG,1997,277.55148,6.1277137,275.29974
Argentina,ARG,1998,296.70972,8.23741,283.28546
Argentina,ARG,1999,314.701,9.885469,287.10687
Argentina,ARG,2000,322.96722,7.512647,264.93796
Argentina,ARG,2001,302.35025,6.1568522,245.34851
Argentina,ARG,2002,294.37573,4.5862966,232.86867
Argentina,ARG,2003,336.2905,5.593865,237.5023
Argentina,ARG,2004,368.09125,9.519818,254.68643
Argentina,ARG,2005,392.89,10.961645,266.6645
Argentina,ARG,2006,406.505,9.9238205,281.325
Argentina,ARG,2007,427.12198,14.36036,312.6087
Argentina,ARG,2008,431.88724,17.516068,316.19568
Argentina,ARG,2009,418.3556,9.620937,302.02786
Argentina,ARG,2010,420.87415,13.472079,327.43576
Argentina,ARG,2011,438.3979,14.618645,339.91183
Argentina,ARG,2012,456.64206,13.669181,360.51144
Argentina,ARG,2013,460.2769,14.939302,382.57983
Argentina,ARG,2014,461.54977,15.891717,379.9156
Argentina,ARG,2015,466.52567,15.814129,387.81003
Argentina,ARG,2016,482.1001,12.188642,375.905
Argentina,ARG,2017,483.00027,12.525288,371.47742
Argentina,ARG,2018,487.0214,13.709147,354.6256
Argentina,ARG,2019,465.58914,8.123962,321.83243
Argentina,ARG,2020,439.31244,10.015325,288.1951
Argentina,ARG,2021,459.3407,14.052401,350.8908
Argentina,ARG,2022,458.52835,14.891581,411.80594
Argentina,ARG,2023,449.364,12.793747,391.43518
Asia,,1965,94.06829,2604.784,2249.215
Asia,,1966,108.5181,2753.783,2581.3262
Asia,,1967,126.20213,2667.2107,2914.7913
Asia,,1968,148.63728,2708.1685,3263.2773
Asia,,1969,183.46782,3056.8271,3828.2593
Asia,,1970,218.32819,3440.9536,4448.1787
Asia,,1971,249.0073,3697.763,4877.7363
Asia,,1972,276.8038,3842.575,5359.248
Asia,,1973,338.3526,3932.5076,6035.336
Asia,,1974,400.50272,4027.638,5968.027
Asia,,1975,459.15326,4352.3564,6064.0723
Asia,,1976,511.22632,4453.9956,6553.7173
Asia,,1977,619.92474,4754.6685,6917.457
Asia,,1978,733.8824,4987.2344,7268.521
Asia,,1979,894.37683,5233.9395,7445.74
Asia,,1980,932.26636,5541.4194,7003.3037
Asia,,1981,957.2912,5723.564,6927.8486
Asia,,1982,1022.44794,5951.464,6932.0156
Asia,,1983,1100.335,6326.967,7244.4023
Asia,,1984,1352.9961,6892.806,7398.5444
Asia,,1985,2157.7676,7993.0044,8199.984
Asia,,1986,2427.4707,8322.275,8377.557
Asia,,1987,2586.5627,8908.044,8769.265
Asia,,1988,2777.177,9504.191,9368.983
Asia,,1989,3012.6265,9890.94,9777.364
Asia,,1990,3132.371,10069.819,10284.421
Asia,,1991,3316.2595,10463.952,10684.44
Asia,,1992,3529.3784,10792.991,11303.52
Asia,,1993,3513.7244,11289.662,11763.414
Asia,,1994,3796.995,11828.354,12371.797
Asia,,1995,4033.9556,12008.845,12968.518
Asia,,1996,4316.7417,12512.806,13533.252
Asia,,1997,4538.376,12531.089,14183.697
Asia,,1998,4738.891,12510.558,13913.754
Asia,,1999,5115.054,12818.992,14329.453
Asia,,2000,5395.232,13324.219,14911.58
Asia,,2001,5743.8105,13950.597,15051.745
Asia,,2002,6073.1133,15029.383,15423.102
Asia,,2003,6501.5645,17203.275,16043.241
Asia,,2004,7001.4727,19355.11,17062.08
Asia,,2005,7522.11,22006.002,17375.066
Asia,,2006,7977.519,23724.084,17847.098
Asia,,2007,8604.668,25780.479,18353.783
Asia,,2008,9199.748,26500.355,18570.393
Asia,,2009,9460.041,27391.23,18659.377
Asia,,2010,10398.222,28681.955,19757.783
Asia,,2011,11159.685,30784.86,20283.998
Asia,,2012,11738.51,31491.197,21170.713
Asia,,2013,12027.62,32123.35,21572.434
Asia,,2014,12546.44,32624.031,21917.219
Asia,,2015,12981.614,32263.887,22717.434
Asia,,2016,13019.854,31856.428,23577.459
Asia,,2017,13951.419,32606.365,24234.176
Asia,,2018,14613.131,33595.402,24661.982
Asia,,2019,15008.122,34408.5,24869.031
Asia,,2020,15428.795,34387.047,23509.3
Asia,,2021,16231.803,36045.86,24311.85
Asia,,2022,15003.073,36651.33,23162.406
Asia,,2023,15293.399,38272.57,24282.188
Asia Pacific (EI),,1965,56.231964,2780.7314,1948.4355
Asia Pacific (EI),,1966,62.38925,2931.5122,2277.601
Asia Pacific (EI),,1967,71.39151,2854.2986,2602.3276
Asia Pacific (EI),,1968,77.81803,2896.733,2945.135
Asia Pacific (EI),,1969,102.60042,3250.1877,3489.0818
Asia Pacific (EI),,1970,142.32472,3631.1384,4104.714
Asia Pacific (EI),,1971,170.55855,3886.6707,4492.6836
Asia Pacific (EI),,1972,196.78009,4036.5913,4929.4224
Asia Pacific (EI),,1973,243.52914,4134.1763,5546.783
Asia Pacific (EI),,1974,305.92618,4234.7363,5453.451
Asia Pacific (EI),,1975,349.87878,4557.451,5563.925
Asia Pacific (EI),,1976,405.07993,4665.6807,5937.7886
Asia Pacific (EI),,1977,498.98422,4975.5776,6180.505
Asia Pacific (EI),,1978,598.111,5219.295,6472.86
Asia Pacific (EI),,1979,683.5137,5472.163,6544.3447
Asia Pacific (EI),,1980,734.6105,5784.0054,6132.018
Asia Pacific (EI),,1981,744.4579,5975.036,5949.384
Asia Pacific (EI),,1982,774.53735,6185.461,5823.5405
Asia Pacific (EI),,1983,855.2932,6548.081,5946.6187
Asia Pacific (EI),,1984,1000.5268,7115.33,5978.2393
Asia Pacific (EI),,1985,1087.1436,7676.926,5998.3975
Asia Pacific (EI),,1986,1186.6627,7972.3315,6191.585
Asia Pacific (EI),,1987,1259.7145,8546.454,6494.6035
Asia Pacific (EI),,1988,1343.3666,9157.78,7015.1987
Asia Pacific (EI),,1989,1427.1718,9570.253,7410.608
Asia Pacific (EI),,1990,1516.6709,9777.626,7787.436
Asia Pacific (EI),,1991,1664.5177,10180.249,8178.223
Asia Pacific (EI),,1992,1777.8474,10531.39,8732.067
Asia Pacific (EI),,1993,1862.8563,11087.264,9124.5
Asia Pacific (EI),,1994,2028.157,11640.72,9633.183
Asia Pacific (EI),,1995,2124.306,11914.046,10245.22
Asia Pacific (EI),,1996,2319.488,12435.795,10775.912
Asia Pacific (EI),,1997,2506.7385,12493.179,11306.241
Asia Pacific (EI),,1998,2563.8523,12483.228,11071.9795
Asia Pacific (EI),,1999,2768.8025,12863.831,11541.22
Asia Pacific (EI),,2000,2983.047,13352.603,11934.534
Asia Pacific (EI),,2001,3165.5244,13963.222,12020.818
Asia Pacific (EI),,2002,3308.5583,15034.036,12302.249
Asia Pacific (EI),,2003,3587.9856,17182.91,12824.504
Asia Pacific (EI),,2004,3801.4817,19323.76,13609.821
Asia Pacific (EI),,2005,4080.2969,21965.541,13754.691
Asia Pacific (EI),,2006,4393.0103,23637.746,14049.638
Asia Pacific (EI),,2007,4731.4355,25611.322,14497.481
Asia Pacific (EI),,2008,5034.736,26328.441,14452.993
Asia Pacific (EI),,2009,5154.127,27218.469,14544.89
Asia Pacific (EI),,2010,5752.493,28415.46,15492.63
Asia Pacific (EI),,2011,6204.157,30437.154,15883.359
Asia Pacific (EI),,2012,6622.8154,31035.357,16568.738
Asia Pacific (EI),,2013,6843.642,31706.03,16802.957
Asia Pacific (EI),,2014,7049.723,32150.758,17034.527
Asia Pacific (EI),,2015,7148.641,31945.379,17810.514
Asia Pacific (EI),,2016,6996.095,31447.637,18480.309
Asia Pacific (EI),,2017,7740.835,32131.633,19091.6
Asia Pacific (EI),,2018,8317.148,33068.707,19539.6
Asia Pacific (EI),,2019,8620.883,33872.098,19871.473
Asia Pacific (EI),,2020,8769.412,33862.703,18787.066
Asia Pacific (EI),,2021,9366.518,35487.164,19298.129
Asia Pacific (EI),,2022,9202.8125,36054.812,19781.64
Asia Pacific (EI),,2023,9353.838,37693.125,20861.533
Australia,AUS,1965,0.029474998,202.02777,200.01936
Australia,AUS,1966,0.039300002,209.38887,214.04755
Australia,AUS,1967,0.039300002,215.25,234.38776
Australia,AUS,1968,0.304575,221.69444,255.28499
Australia,AUS,1969,4.1264997,229.27777,262.44812
Australia,AUS,1970,17.303974,231.69444,290.1954
Australia,AUS,1971,25.82668,232.56944,305.54456
Australia,AUS,1972,37.07426,242.93054,311.03336
Australia,AUS,1973,47.068798,252.9861,331.89294
Australia,AUS,1974,53.70199,264.06943,351.73514
Australia,AUS,1975,57.669968,272.54166,348.1045
Australia,AUS,1976,68.07722,281.79166,355.82147
Australia,AUS,1977,77.76844,294.18054,372.60074
Australia,AUS,1978,83.72537,301.86108,380.9467
Australia,AUS,1979,96.375175,315.54166,385.9148
Australia,AUS,1980,110.66588,324.7639,367.7676
Australia,AUS,1981,119.94439,333.1389,362.4183
Australia,AUS,1982,116.980835,336.68054,356.84915
Australia,AUS,1983,127.074814,336.55554,340.71588
Australia,AUS,1984,125.31726,355.90277,349.91428
Australia,AUS,1985,133.95262,368.1389,351.52405
Australia,AUS,1986,146.32928,377.4861,345.65332
Australia,AUS,1987,149.39459,393.3611,353.0262
Australia,AUS,1988,152.9934,413.7639,369.83664
Australia,AUS,1989,166.87563,433.9583,384.14526
Australia,AUS,1990,167.75948,444.34723,392.90448
Australia,AUS,1991,160.82101,453.2639,381.25473
Australia,AUS,1992,166.36957,455.95834,388.77893
Australia,AUS,1993,172.49344,458.88885,402.41638
Australia,AUS,1994,191.56656,468.2639,415.6745
Australia,AUS,1995,193.4157,484.16666,427.7775
Australia,AUS,1996,194.82663,503.9583,439.01538
Australia,AUS,1997,191.30504,529.4583,446.05783
Australia,AUS,1998,196.9532,553.0833,445.9702
Australia,AUS,1999,201.74052,587.44305,456.15396
Australia,AUS,2000,205.55078,591.6619,455.98157
Australia,AUS,2001,221.69318,585.69135,457.08533
Australia,AUS,2002,228.14816,598.8721,461.9748
Australia,AUS,2003,229.94289,616.0213,460.25992
Australia,AUS,2004,234.53601,641.92114,471.29572
Australia,AUS,2005,232.58981,638.2223,478.70187
Australia,AUS,2006,259.4306,655.49884,493.64178
Australia,AUS,2007,290.19815,649.8025,506.2703
Australia,AUS,2008,285.34958,677.2914,512.7159
Australia,AUS,2009,291.36435,654.86127,504.14078
Australia,AUS,2010,317.06424,607.3943,519.30676
Australia,AUS,2011,330.81964,592.0622,547.0603
Australia,AUS,2012,332.84848,554.4683,561.41907
Australia,AUS,2013,350.00482,526.2419,578.03705
Australia,AUS,2014,375.67746,521.88837,575.4282
Australia,AUS,2015,389.9496,540.4112,570.29706
Australia,AUS,2016,379.52664,540.06226,571.4592
Australia,AUS,2017,372.84402,521.52594,599.2556
Australia,AUS,2018,371.9078,508.88223,609.6345
Australia,AUS,2019,440.5704,486.3916,603.7836
Australia,AUS,2020,423.1734,468.06076,521.934
Australia,AUS,2021,395.7571,452.4471,535.49963
Australia,AUS,2022,432.26855,429.00577,568.55524
Australia,AUS,2023,401.21503,419.0112,601.6536
Austria,AUT,1965,17.528646,59.1149,65.29748
Austria,AUT,1966,18.821033,56.467594,71.78886
Austria,AUT,1967,18.031683,53.450897,76.54811
Austria,AUT,1968,19.22897,52.77368,88.466064
Austria,AUT,1969,23.329157,51.936398,97.22599
Austria,AUT,1970,28.298002,55.854164,107.04365
Austria,AUT,1971,32.506645,51.23361,119.607025
Austria,AUT,1972,35.129753,46.453888,129.12288
Austria,AUT,1973,38.6112,46.16972,139.92781
Austria,AUT,1974,41.851967,48.72278,125.22768
Austria,AUT,1975,41.801617,42.340557,126.55925
Austria,AUT,1976,47.61011,45.059998,137.41133
Austria,AUT,1977,48.520336,37.800274,131.58653
Austria,AUT,1978,50.468235,38.40222,141.56969
Austria,AUT,1979,50.040367,41.686108,147.40875
Austria,AUT,1980,48.073975,42.83472,143.88745
Austria,AUT,1981,45.824097,43.85,130.63089
Austria,AUT,1982,44.355263,41.705555,123.90079
Austria,AUT,1983,45.257057,44.65583,120.07978
Austria,AUT,1984,50.38989,50.886387,116.79846
Austria,AUT,1985,53.991604,50.815,116.985916
Austria,AUT,1986,52.421265,45.3025,123.21829
Austria,AUT,1987,54.68578,44.93944,126.860344
Austria,AUT,1988,52.385025,43.033054,125.97797
Austria,AUT,1989,56.259815,43.22722,124.222206
Austria,AUT,1990,61.934902,47.640278,127.43004
Austria,AUT,1991,65.664185,49.971664,136.87337
Austria,AUT,1992,64.48223,38.881744,134.1388
Austria,AUT,1993,67.812454,34.959053,136.78592
Austria,AUT,1994,69.75149,35.454445,134.74817
Austria,AUT,1995,76.15716,40.338642,135.62375
Austria,AUT,1996,81.060875,40.50991,147.85747
Austria,AUT,1997,78.12572,42.96797,147.18378
Austria,AUT,1998,80.20728,37.829166,155.29774
Austria,AUT,1999,81.92763,37.68498,147.58986
Austria,AUT,2000,78.20515,42.470078,145.70236
Austria,AUT,2001,82.881966,43.878994,155.1389
Austria,AUT,2002,81.48537,44.579712,157.87592
Austria,AUT,2003,89.629715,47.54769,167.63007
Austria,AUT,2004,90.49233,46.576305,170.16396
Austria,AUT,2005,95.27706,46.730534,170.74123
Austria,AUT,2006,89.532005,46.67483,169.86945
Austria,AUT,2007,84.708954,45.044926,163.24307
Austria,AUT,2008,90.68554,44.524986,158.70348
Austria,AUT,2009,88.31914,33.460773,149.56474
Austria,AUT,2010,96.12812,39.34366,154.07774
Austria,AUT,2011,90.41807,40.411076,145.06886
Austria,AUT,2012,86.24141,37.621,142.3423
Austria,AUT,2013,82.00461,38.13149,145.6488
Austria,AUT,2014,75.10976,35.02138,141.4012
Austria,AUT,2015,79.68095,37.999046,142.84538
Austria,AUT,2016,83.4219,35.44773,146.15495
Austria,AUT,2017,90.69854,36.564552,146.42876
Austria,AUT,2018,86.86919,32.28496,148.91287
Austria,AUT,2019,89.00441,33.94468,153.20105
Austria,AUT,2020,85.272484,29.031853,133.02937
Austria,AUT,2021,90.154396,30.161827,140.21477
Austria,AUT,2022,79.12825,28.638159,135.03307
Austria,AUT,2023,68.81278,26.736969,135.02812
Azerbaijan,AZE,1985,132.81377,1.06996,97.18555
Azerbaijan,AZE,1986,147.56868,1.06996,101.817375
Azerbaijan,AZE,1987,145.74751,1.06996,95.826904
Azerbaijan,AZE,1988,143.92635,1.06996,98.14325
Azerbaijan,AZE,1989,151.2159,1.06996,95.70122
Azerbaijan,AZE,1990,154.21864,1.03507,100.39482
Azerbaijan,AZE,1991,147.56868,0.77921,96.801125
Azerbaijan,AZE,1992,114.76804,0.13956,94.319466
Azerbaijan,AZE,1993,84.716255,0.03489,94.055405
Azerbaijan,AZE,1994,79.247856,0.04652,86.15903
Azerbaijan,AZE,1995,78.33483,0.03489,77.6772
Azerbaijan,AZE,1996,57.388905,0.03489,69.77202
Azerbaijan,AZE,1997,54.654705,0.03489,66.40268
Azerbaijan,AZE,1998,51.002594,0,69.87349
Azerbaijan,AZE,1999,54.654705,0,67.245476
Azerbaijan,AZE,2000,52.828648,0,74.69056
Azerbaijan,AZE,2001,75.7764,0.03489,47.594116
Azerbaijan,AZE,2002,75.99123,0.02326,43.6981
Azerbaijan,AZE,2003,77.9247,0.03489,50.912304
Azerbaijan,AZE,2004,91.375175,0.010699611,54.5731
Azerbaijan,AZE,2005,94.38427,0.037448607,63.798508
Azerbaijan,AZE,2006,99.77681,0.037448607,57.112576
Azerbaijan,AZE,2007,87.84967,0.05838889,56.478565
Azerbaijan,AZE,2008,100.50773,0.045333333,44.33839
Azerbaijan,AZE,2009,85.81977,0.04919444,37.846764
Azerbaijan,AZE,2010,81.58022,0.048416667,37.243855
Azerbaijan,AZE,2011,89.345276,0.042249996,48.970104
Azerbaijan,AZE,2012,93.76557,0.043027777,51.289173
Azerbaijan,AZE,2013,94.18168,0.03841667,55.715
Azerbaijan,AZE,2014,98.54446,0.023833333,54.860176
Azerbaijan,AZE,2015,111.46552,0.034583334,55.601353
Azerbaijan,AZE,2016,109.30647,0.013833333,55.19285
Azerbaijan,AZE,2017,106.166046,0.011527778,55.69909
Azerbaijan,AZE,2018,108.15812,0.008444444,62.74092
Azerbaijan,AZE,2019,117.89236,0.007694444,63.158752
Azerbaijan,AZE,2020,123.66787,0.0046111112,57.751198
Azerbaijan,AZE,2021,128.1744,0.0015555555,65.33924
Azerbaijan,AZE,2022,136.16217,0.00077777775,69.25949
Azerbaijan,AZE,2023,151.2159,0.00077777775,71.342064
Bangladesh,BGD,1971,3.667125,1.0869898,8.135291
Bangladesh,BGD,1972,3.667125,1.0869864,9.919018
Bangladesh,BGD,1973,5.880875,1.41251,11.208105
Bangladesh,BGD,1974,7.1128745,1.255563,11.659564
Bangladesh,BGD,1975,4.956875,1.4531916,13.631795
Bangladesh,BGD,1976,7.247625,1.4357582,14.748875
Bangladesh,BGD,1977,8.1235,1.4997,14.522806
Bangladesh,BGD,1978,8.614375,1.4531916,15.460121
Bangladesh,BGD,1979,9.865625,1.0811831,17.112335
Bangladesh,BGD,1980,12.291124,1.4443297,19.291002
